split_percentage,run,epoch,loss,train,valid,test,key
20, 02,42,0.7726,4.44,4.44,1.15,Hits@30
20, 02,43,0.7743,4.08,4.23,1.15,Hits@10
20, 02,43,0.7743,5.71,5.24,1.67,Hits@20
20, 02,43,0.7743,6.79,6.03,2.00,Hits@30
20, 02,44,0.7619,5.31,4.68,1.82,Hits@10
20, 02,44,0.7619,6.46,5.73,2.45,Hits@20
20, 02,44,0.7619,7.28,6.46,3.15,Hits@30
20, 02,45,0.7508,2.20,1.72,1.52,Hits@10
20, 02,45,0.7508,2.81,2.23,2.59,Hits@20
20, 02,45,0.7508,3.61,2.89,3.46,Hits@30
20, 02,46,0.7552,4.10,4.12,1.18,Hits@10
20, 02,46,0.7552,6.71,6.09,2.76,Hits@20
20, 02,46,0.7552,7.45,6.72,3.42,Hits@30
20, 02,47,0.7481,1.22,0.79,0.39,Hits@10
20, 02,47,0.7481,2.76,1.97,1.18,Hits@20
20, 02,47,0.7481,3.30,2.38,1.87,Hits@30
20, 02,48,0.7615,4.24,4.31,1.13,Hits@10
20, 02,48,0.7615,5.50,5.21,1.42,Hits@20
20, 02,48,0.7615,6.57,6.14,1.97,Hits@30
20, 02,49,0.7545,1.50,0.95,0.44,Hits@10
20, 02,49,0.7545,2.39,1.60,1.82,Hits@20
20, 02,49,0.7545,3.30,2.30,2.71,Hits@30
20, 02,50,0.7373,4.26,4.14,1.19,Hits@10
20, 02,50,0.7373,5.27,5.05,1.39,Hits@20
20, 02,50,0.7373,6.28,5.90,1.82,Hits@30
20, 02,51,0.7285,4.17,4.28,1.18,Hits@10
20, 02,51,0.7285,4.69,4.57,1.35,Hits@20
20, 02,51,0.7285,5.67,5.27,1.63,Hits@30
20, 02,52,0.7560,4.09,4.23,1.16,Hits@10
20, 02,52,0.7560,5.03,4.70,1.44,Hits@20
20, 02,52,0.7560,6.23,5.45,2.04,Hits@30
20, 02,53,0.7451,1.02,0.65,0.28,Hits@10
20, 02,53,0.7451,3.01,2.28,1.17,Hits@20
20, 02,53,0.7451,4.12,3.17,2.51,Hits@30
20, 02,54,0.7077,2.38,1.84,1.10,Hits@10
20, 02,54,0.7077,4.24,3.50,3.71,Hits@20
20, 02,54,0.7077,5.16,4.31,5.58,Hits@30
20, 02,55,0.7050,4.29,4.33,1.16,Hits@10
20, 02,55,0.7050,5.03,4.78,1.36,Hits@20
20, 02,55,0.7050,6.73,6.10,2.49,Hits@30
20, 02,56,0.7031,5.63,4.95,1.50,Hits@10
20, 02,56,0.7031,6.91,5.90,2.58,Hits@20
20, 02,56,0.7031,7.51,6.45,3.06,Hits@30
20, 02,57,0.6847,7.39,6.93,2.28,Hits@10
20, 02,57,0.6847,8.52,7.96,3.43,Hits@20
20, 02,57,0.6847,9.22,8.55,5.78,Hits@30
20, 02,58,0.6710,4.15,3.54,4.21,Hits@10
20, 02,58,0.6710,5.32,4.57,5.63,Hits@20
20, 02,58,0.6710,6.83,5.88,7.51,Hits@30
20, 02,59,0.6622,6.73,6.09,2.69,Hits@10
20, 02,59,0.6622,8.11,7.30,3.28,Hits@20
20, 02,59,0.6622,8.68,7.83,4.06,Hits@30
20, 02,60,0.6553,6.87,6.21,2.97,Hits@10
20, 02,60,0.6553,8.17,7.38,4.10,Hits@20
20, 02,60,0.6553,8.81,7.98,5.00,Hits@30
20, 02,61,0.6509,9.54,8.97,4.15,Hits@10
20, 02,61,0.6509,10.23,9.59,5.91,Hits@20
20, 02,61,0.6509,11.72,10.92,8.21,Hits@30
20, 02,62,0.6467,9.32,8.66,4.68,Hits@10
20, 02,62,0.6467,10.93,10.25,5.92,Hits@20
20, 02,62,0.6467,12.64,12.03,8.88,Hits@30
20, 02,63,0.6462,6.47,5.47,3.70,Hits@10
20, 02,63,0.6462,9.16,8.24,6.66,Hits@20
20, 02,63,0.6462,11.35,10.54,10.14,Hits@30
20, 02,64,0.6440,7.74,7.02,4.01,Hits@10
20, 02,64,0.6440,10.60,9.87,6.39,Hits@20
20, 02,64,0.6440,11.57,10.86,9.17,Hits@30
20, 02,65,0.6398,6.04,5.41,4.09,Hits@10
20, 02,65,0.6398,9.08,8.24,5.68,Hits@20
20, 02,65,0.6398,10.06,9.22,8.69,Hits@30
20, 02,66,0.6397,10.06,9.62,5.62,Hits@10
20, 02,66,0.6397,12.01,11.58,7.91,Hits@20
20, 02,66,0.6397,13.65,13.18,9.29,Hits@30
20, 02,67,0.6360,6.44,5.69,4.50,Hits@10
20, 02,67,0.6360,9.87,9.20,6.90,Hits@20
20, 02,67,0.6360,11.75,11.01,8.64,Hits@30
20, 02,68,0.6346,7.40,6.71,4.53,Hits@10
20, 02,68,0.6346,10.73,10.09,7.55,Hits@20
20, 02,68,0.6346,12.12,11.40,9.39,Hits@30
20, 02,69,0.6339,8.71,8.15,3.86,Hits@10
20, 02,69,0.6339,11.05,10.44,5.55,Hits@20
20, 02,69,0.6339,12.05,11.44,7.63,Hits@30
20, 02,70,0.6317,9.87,9.41,5.35,Hits@10
20, 02,70,0.6317,12.13,11.72,8.56,Hits@20
20, 02,70,0.6317,13.14,12.71,9.92,Hits@30
20, 02,71,0.6316,12.43,12.09,8.27,Hits@10
20, 02,71,0.6316,14.11,13.83,9.35,Hits@20
20, 02,71,0.6316,15.54,15.26,12.45,Hits@30
20, 02,72,0.6327,9.81,9.36,6.52,Hits@10
20, 02,72,0.6327,12.43,12.04,9.04,Hits@20
20, 02,72,0.6327,13.86,13.36,10.65,Hits@30
20, 02,73,0.6281,10.55,10.14,6.32,Hits@10
20, 02,73,0.6281,12.39,12.06,8.72,Hits@20
20, 02,73,0.6281,13.28,12.90,10.09,Hits@30
20, 02,74,0.6270,9.58,9.07,4.95,Hits@10
20, 02,74,0.6270,11.11,10.63,5.95,Hits@20
20, 02,74,0.6270,12.25,11.84,7.41,Hits@30
20, 02,75,0.6264,9.36,8.84,4.77,Hits@10
20, 02,75,0.6264,11.34,10.91,5.85,Hits@20
20, 02,75,0.6264,12.50,12.09,7.24,Hits@30
20, 02,76,0.6243,9.78,9.43,4.47,Hits@10
20, 02,76,0.6243,11.79,11.48,7.25,Hits@20
20, 02,76,0.6243,13.15,12.80,7.97,Hits@30
20, 02,77,0.6241,9.31,8.76,5.05,Hits@10
20, 02,77,0.6241,10.96,10.57,6.86,Hits@20
20, 02,77,0.6241,12.42,12.10,7.90,Hits@30
20, 02,78,0.6186,9.25,8.77,6.65,Hits@10
20, 02,78,0.6186,11.80,11.51,8.83,Hits@20
20, 02,78,0.6186,13.06,12.78,10.19,Hits@30
20, 02,79,0.6180,9.57,9.18,6.77,Hits@10
20, 02,79,0.6180,11.71,11.45,9.33,Hits@20
20, 02,79,0.6180,13.54,13.29,10.57,Hits@30
20, 02,80,0.6170,9.38,9.03,4.28,Hits@10
20, 02,80,0.6170,11.34,11.05,5.56,Hits@20
20, 02,80,0.6170,13.32,13.08,7.46,Hits@30
20, 02,81,0.6222,8.77,8.38,7.08,Hits@10
20, 02,81,0.6222,12.65,12.32,8.86,Hits@20
20, 02,81,0.6222,14.25,13.93,9.98,Hits@30
20, 02,82,0.6180,8.10,7.55,3.05,Hits@10
20, 02,82,0.6180,10.21,9.73,4.30,Hits@20
20, 02,82,0.6180,11.71,11.38,6.26,Hits@30
20, 02,83,0.6146,7.84,7.24,3.45,Hits@10
20, 02,83,0.6146,10.73,10.26,4.52,Hits@20
20, 02,83,0.6146,12.25,11.90,6.76,Hits@30
20, 02,84,0.6130,7.06,6.38,2.45,Hits@10
20, 02,84,0.6130,9.88,9.30,3.52,Hits@20
20, 02,84,0.6130,11.56,11.00,5.41,Hits@30
20, 02,85,0.6127,6.63,5.86,3.71,Hits@10
20, 02,85,0.6127,9.37,8.61,4.96,Hits@20
20, 02,85,0.6127,11.52,10.92,6.28,Hits@30
20, 02,86,0.6121,7.67,7.13,3.91,Hits@10
20, 02,86,0.6121,10.97,10.54,4.99,Hits@20
20, 02,86,0.6121,12.42,12.04,7.71,Hits@30
20, 02,87,0.6104,8.86,8.50,3.13,Hits@10
20, 02,87,0.6104,11.82,11.44,4.01,Hits@20
20, 02,87,0.6104,12.99,12.64,7.75,Hits@30
20, 02,88,0.6127,6.04,5.37,2.79,Hits@10
20, 02,88,0.6127,9.04,8.34,3.68,Hits@20
20, 02,88,0.6127,11.25,10.68,5.50,Hits@30
20, 02,89,0.6069,4.78,4.02,2.09,Hits@10
20, 02,89,0.6069,7.95,7.20,3.62,Hits@20
20, 02,89,0.6069,10.59,9.92,5.45,Hits@30
20, 02,90,0.6092,6.01,5.31,1.94,Hits@10
20, 02,90,0.6092,9.03,8.32,3.89,Hits@20
20, 02,90,0.6092,10.88,10.26,5.61,Hits@30
20, 02,91,0.6031,3.68,2.81,0.88,Hits@10
20, 02,91,0.6031,5.25,4.19,1.54,Hits@20
20, 02,91,0.6031,7.78,6.76,2.61,Hits@30
20, 02,92,0.6038,3.36,2.50,1.16,Hits@10
20, 02,92,0.6038,6.13,4.97,2.00,Hits@20
20, 02,92,0.6038,7.94,6.85,2.82,Hits@30
20, 02,93,0.6054,5.45,4.53,1.74,Hits@10
20, 02,93,0.6054,7.86,6.87,2.81,Hits@20
20, 02,93,0.6054,9.15,8.19,3.42,Hits@30
20, 02,94,0.6025,7.26,6.47,2.75,Hits@10
20, 02,94,0.6025,9.14,8.38,3.86,Hits@20
20, 02,94,0.6025,10.40,9.69,5.06,Hits@30
20, 02,95,0.6014,7.15,6.20,2.39,Hits@10
20, 02,95,0.6014,8.36,7.46,3.71,Hits@20
20, 02,95,0.6014,9.44,8.54,4.51,Hits@30
20, 02,96,0.5967,3.86,2.91,2.56,Hits@10
20, 02,96,0.5967,5.98,4.68,3.60,Hits@20
20, 02,96,0.5967,8.77,7.62,5.10,Hits@30
20, 02,97,0.6020,5.47,4.45,2.25,Hits@10
20, 02,97,0.6020,7.53,6.40,3.43,Hits@20
20, 02,97,0.6020,9.41,8.27,4.75,Hits@30
20, 02,98,0.5993,3.44,2.37,1.84,Hits@10
20, 02,98,0.5993,6.00,4.78,2.70,Hits@20
20, 02,98,0.5993,7.85,6.45,3.64,Hits@30
20, 02,99,0.5975,4.93,3.83,2.72,Hits@10
20, 02,99,0.5975,8.59,7.39,5.21,Hits@20
20, 02,99,0.5975,9.66,8.55,6.07,Hits@30
20, 02,100,0.5977,3.59,2.66,3.06,Hits@10
20, 02,100,0.5977,6.49,5.20,5.41,Hits@20
20, 02,100,0.5977,7.75,6.35,6.36,Hits@30
20, 02,101,0.5949,4.02,2.99,2.70,Hits@10
20, 02,101,0.5949,8.82,7.59,5.79,Hits@20
20, 02,101,0.5949,10.35,9.27,6.91,Hits@30
20, 02,102,0.5898,4.42,3.38,3.88,Hits@10
20, 02,102,0.5898,8.94,7.75,5.80,Hits@20
20, 02,102,0.5898,10.59,9.41,7.18,Hits@30
20, 02,103,0.5940,4.05,2.98,3.45,Hits@10
20, 02,103,0.5940,8.13,6.72,5.07,Hits@20
20, 02,103,0.5940,10.04,8.74,6.35,Hits@30
20, 02,104,0.5906,4.40,3.20,3.23,Hits@10
20, 02,104,0.5906,7.62,6.32,5.59,Hits@20
20, 02,104,0.5906,10.26,8.93,7.06,Hits@30
20, 02,105,0.5889,5.37,4.38,3.18,Hits@10
20, 02,105,0.5889,9.33,8.24,5.01,Hits@20
20, 02,105,0.5889,11.29,10.21,6.34,Hits@30
20, 02,106,0.5913,5.69,4.61,3.74,Hits@10
20, 02,106,0.5913,9.39,8.26,6.11,Hits@20
20, 02,106,0.5913,11.77,10.78,7.82,Hits@30
20, 02,107,0.5853,5.32,4.12,2.91,Hits@10
20, 02,107,0.5853,8.74,7.54,5.73,Hits@20
20, 02,107,0.5853,12.36,11.27,7.45,Hits@30
20, 02,108,0.5914,5.63,4.52,2.60,Hits@10
20, 02,108,0.5914,7.99,6.69,4.40,Hits@20
20, 02,108,0.5914,10.98,9.72,5.93,Hits@30
20, 02,109,0.5863,3.71,2.74,3.43,Hits@10
20, 02,109,0.5863,8.36,7.00,6.52,Hits@20
20, 02,109,0.5863,10.75,9.43,8.74,Hits@30
20, 02,110,0.5850,6.80,5.66,2.76,Hits@10
20, 02,110,0.5850,10.10,9.05,6.21,Hits@20
20, 02,110,0.5850,12.99,11.94,8.30,Hits@30
20, 02,111,0.5857,3.82,2.64,1.52,Hits@10
20, 02,111,0.5857,7.81,6.33,3.43,Hits@20
20, 02,111,0.5857,9.91,8.45,4.60,Hits@30
20, 02,112,0.5821,3.30,2.14,1.63,Hits@10
20, 02,112,0.5821,6.53,5.17,3.91,Hits@20
20, 02,112,0.5821,9.43,7.83,5.04,Hits@30
20, 02,113,0.5844,2.79,1.86,1.77,Hits@10
20, 02,113,0.5844,5.32,3.99,4.34,Hits@20
20, 02,113,0.5844,8.41,6.89,5.58,Hits@30
20, 02,114,0.5839,5.76,4.58,1.85,Hits@10
20, 02,114,0.5839,9.17,7.98,5.94,Hits@20
20, 02,114,0.5839,12.49,11.32,7.57,Hits@30
20, 02,115,0.5813,5.47,4.43,2.06,Hits@10
20, 02,115,0.5813,9.12,7.83,5.70,Hits@20
20, 02,115,0.5813,11.77,10.62,7.47,Hits@30
20, 02,116,0.5801,3.03,2.05,1.89,Hits@10
20, 02,116,0.5801,6.47,5.19,4.14,Hits@20
20, 02,116,0.5801,8.71,7.22,5.53,Hits@30
20, 02,117,0.5788,7.39,6.23,1.85,Hits@10
20, 02,117,0.5788,11.17,10.02,5.30,Hits@20
20, 02,117,0.5788,13.58,12.44,7.88,Hits@30
20, 02,118,0.5806,4.73,3.67,1.47,Hits@10
20, 02,118,0.5806,8.04,6.63,4.67,Hits@20
20, 02,118,0.5806,10.30,8.94,5.76,Hits@30
20, 02,119,0.5802,3.22,2.20,1.58,Hits@10
20, 02,119,0.5802,7.18,5.80,3.79,Hits@20
20, 02,119,0.5802,9.67,8.10,5.04,Hits@30
20, 02,120,0.5760,3.50,2.46,1.48,Hits@10
20, 02,120,0.5760,8.29,7.06,4.63,Hits@20
20, 02,120,0.5760,11.66,10.33,6.26,Hits@30
20, 02,121,0.5742,3.82,2.84,1.58,Hits@10
20, 02,121,0.5742,8.91,7.69,5.38,Hits@20
20, 02,121,0.5742,12.68,11.44,7.47,Hits@30
20, 02,122,0.5748,2.71,1.87,1.30,Hits@10
20, 02,122,0.5748,4.93,3.62,4.75,Hits@20
20, 02,122,0.5748,9.14,7.63,5.99,Hits@30
20, 02,123,0.5793,3.39,2.31,1.79,Hits@10
20, 02,123,0.5793,9.14,7.76,3.68,Hits@20
20, 02,123,0.5793,11.16,9.67,6.41,Hits@30
20, 02,124,0.5783,5.46,4.51,1.79,Hits@10
20, 02,124,0.5783,9.71,8.49,3.52,Hits@20
20, 02,124,0.5783,12.19,10.96,7.97,Hits@30
20, 02,125,0.5758,3.43,2.50,1.83,Hits@10
20, 02,125,0.5758,8.49,7.14,4.96,Hits@20
20, 02,125,0.5758,11.79,10.46,7.88,Hits@30
20, 02,126,0.5756,6.10,5.10,1.69,Hits@10
20, 02,126,0.5756,10.85,9.55,4.28,Hits@20
20, 02,126,0.5756,12.93,11.57,6.63,Hits@30
20, 02,127,0.5703,4.06,3.06,1.92,Hits@10
20, 02,127,0.5703,8.18,6.83,3.14,Hits@20
20, 02,127,0.5703,10.73,9.26,5.31,Hits@30
20, 02,128,0.5718,2.61,1.73,1.67,Hits@10
20, 02,128,0.5718,5.76,4.30,3.61,Hits@20
20, 02,128,0.5718,8.90,7.38,6.21,Hits@30
20, 02,129,0.5705,5.50,4.57,1.45,Hits@10
20, 02,129,0.5705,8.60,7.53,3.53,Hits@20
20, 02,129,0.5705,11.25,9.84,6.61,Hits@30
20, 02,130,0.5669,4.70,3.72,1.34,Hits@10
20, 02,130,0.5669,9.72,8.37,4.71,Hits@20
20, 02,130,0.5669,11.40,10.02,8.08,Hits@30
20, 02,131,0.5717,2.88,1.93,1.10,Hits@10
20, 02,131,0.5717,8.96,7.59,5.36,Hits@20
20, 02,131,0.5717,11.67,10.24,7.87,Hits@30
20, 02,132,0.5668,4.08,3.20,1.15,Hits@10
20, 02,132,0.5668,9.30,7.94,4.54,Hits@20
20, 02,132,0.5668,11.29,9.85,6.91,Hits@30
20, 02,133,0.5702,3.79,2.92,0.94,Hits@10
20, 02,133,0.5702,7.74,6.51,3.82,Hits@20
20, 02,133,0.5702,11.48,9.90,5.92,Hits@30
20, 02,134,0.5650,2.45,1.57,1.71,Hits@10
20, 02,134,0.5650,4.81,3.51,3.62,Hits@20
20, 02,134,0.5650,8.63,7.11,5.72,Hits@30
20, 02,135,0.5644,4.86,3.93,0.94,Hits@10
20, 02,135,0.5644,7.34,6.25,5.21,Hits@20
20, 02,135,0.5644,10.91,9.52,7.99,Hits@30
20, 02,136,0.5625,3.99,3.03,0.80,Hits@10
20, 02,136,0.5625,8.94,7.71,8.31,Hits@20
20, 02,136,0.5625,12.11,10.97,11.41,Hits@30
20, 02,137,0.5618,3.66,2.77,1.13,Hits@10
20, 02,137,0.5618,6.93,5.84,5.24,Hits@20
20, 02,137,0.5618,9.06,7.82,8.34,Hits@30
20, 02,138,0.5613,1.93,1.32,0.68,Hits@10
20, 02,138,0.5613,6.26,5.04,7.13,Hits@20
20, 02,138,0.5613,11.64,10.46,11.11,Hits@30
20, 02,139,0.5604,3.98,3.37,0.94,Hits@10
20, 02,139,0.5604,5.84,4.82,3.59,Hits@20
20, 02,139,0.5604,9.19,7.86,6.61,Hits@30
20, 02,140,0.5605,1.49,0.90,0.65,Hits@10
20, 02,140,0.5605,4.08,3.07,3.64,Hits@20
20, 02,140,0.5605,9.82,8.46,7.23,Hits@30
20, 02,141,0.5611,4.06,3.26,1.16,Hits@10
20, 02,141,0.5611,7.48,6.42,5.83,Hits@20
20, 02,141,0.5611,10.98,9.80,9.96,Hits@30
20, 02,142,0.5573,1.41,0.90,0.80,Hits@10
20, 02,142,0.5573,6.98,6.05,6.18,Hits@20
20, 02,142,0.5573,10.56,9.43,11.22,Hits@30
20, 02,143,0.5554,2.63,1.93,1.36,Hits@10
20, 02,143,0.5554,5.66,4.73,4.40,Hits@20
20, 02,143,0.5554,8.46,7.31,7.08,Hits@30
20, 02,144,0.5550,1.47,0.98,1.53,Hits@10
20, 02,144,0.5550,7.58,6.73,6.55,Hits@20
20, 02,144,0.5550,11.81,10.64,12.87,Hits@30
20, 02,145,0.5534,2.83,2.42,1.16,Hits@10
20, 02,145,0.5534,6.94,6.02,3.36,Hits@20
20, 02,145,0.5534,10.18,8.74,9.65,Hits@30
20, 02,146,0.5529,1.24,0.80,1.76,Hits@10
20, 02,146,0.5529,4.04,3.17,7.02,Hits@20
20, 02,146,0.5529,11.50,10.05,11.40,Hits@30
20, 02,147,0.5503,0.84,0.51,1.35,Hits@10
20, 02,147,0.5503,6.41,5.58,4.03,Hits@20
20, 02,147,0.5503,11.14,9.66,10.49,Hits@30
20, 02,148,0.5507,3.06,2.74,0.89,Hits@10
20, 02,148,0.5507,7.15,6.14,3.11,Hits@20
20, 02,148,0.5507,10.09,8.70,8.96,Hits@30
20, 02,149,0.5470,1.40,0.90,1.69,Hits@10
20, 02,149,0.5470,5.26,4.32,5.80,Hits@20
20, 02,149,0.5470,10.55,9.12,8.05,Hits@30
20, 02,150,0.5513,1.37,0.90,1.20,Hits@10
20, 02,150,0.5513,5.63,4.68,6.91,Hits@20
20, 02,150,0.5513,10.72,9.38,10.20,Hits@30
20, 02,151,0.5484,1.28,0.78,1.17,Hits@10
20, 02,151,0.5484,6.42,5.53,3.97,Hits@20
20, 02,151,0.5484,10.11,8.77,6.90,Hits@30
20, 02,152,0.5487,2.40,1.91,1.51,Hits@10
20, 02,152,0.5487,6.95,6.08,10.18,Hits@20
20, 02,152,0.5487,10.74,9.71,13.09,Hits@30
20, 02,153,0.5479,3.29,3.01,0.97,Hits@10
20, 02,153,0.5479,6.55,5.57,4.67,Hits@20
20, 02,153,0.5479,9.74,8.69,8.38,Hits@30
20, 02,154,0.5444,3.36,3.02,1.01,Hits@10
20, 02,154,0.5444,7.16,5.97,3.37,Hits@20
20, 02,154,0.5444,9.47,8.14,7.22,Hits@30
20, 02,155,0.5404,3.50,3.10,1.23,Hits@10
20, 02,155,0.5404,6.62,5.56,3.14,Hits@20
20, 02,155,0.5404,9.16,7.76,6.43,Hits@30
20, 02,156,0.5392,4.42,3.84,1.32,Hits@10
20, 02,156,0.5392,7.13,6.08,3.48,Hits@20
20, 02,156,0.5392,9.44,8.15,7.27,Hits@30
20, 02,157,0.5358,4.13,3.55,1.79,Hits@10
20, 02,157,0.5358,6.99,6.10,4.00,Hits@20
20, 02,157,0.5358,10.29,8.86,8.31,Hits@30
20, 02,158,0.5343,4.54,3.86,2.58,Hits@10
20, 02,158,0.5343,8.28,7.28,4.71,Hits@20
20, 02,158,0.5343,11.81,10.41,9.32,Hits@30
20, 02,159,0.5353,4.57,4.05,1.77,Hits@10
20, 02,159,0.5353,6.98,6.16,4.52,Hits@20
20, 02,159,0.5353,10.72,9.18,8.02,Hits@30
20, 02,160,0.5376,4.72,4.20,1.10,Hits@10
20, 02,160,0.5376,6.72,5.99,5.38,Hits@20
20, 02,160,0.5376,13.93,12.60,9.71,Hits@30
20, 02,161,0.5348,3.17,2.47,2.49,Hits@10
20, 02,161,0.5348,8.75,7.57,8.80,Hits@20
20, 02,161,0.5348,11.73,10.30,13.52,Hits@30
20, 02,162,0.5326,5.85,4.78,4.21,Hits@10
20, 02,162,0.5326,11.40,9.91,11.50,Hits@20
20, 02,162,0.5326,14.85,13.29,17.30,Hits@30
20, 02,163,0.5296,5.18,4.37,3.51,Hits@10
20, 02,163,0.5296,13.04,11.85,8.54,Hits@20
20, 02,163,0.5296,15.35,14.07,14.21,Hits@30
20, 02,164,0.5272,7.67,6.60,4.54,Hits@10
20, 02,164,0.5272,13.61,12.29,10.30,Hits@20
20, 02,164,0.5272,16.14,14.76,15.70,Hits@30
20, 02,165,0.5280,6.20,5.47,2.74,Hits@10
20, 02,165,0.5280,12.91,11.67,6.95,Hits@20
20, 02,165,0.5280,17.39,16.00,15.07,Hits@30
20, 02,166,0.5261,9.97,9.01,2.58,Hits@10
20, 02,166,0.5261,15.01,13.75,12.16,Hits@20
20, 02,166,0.5261,17.66,16.32,18.46,Hits@30
20, 02,167,0.5211,9.75,8.85,2.87,Hits@10
20, 02,167,0.5211,13.49,12.35,9.44,Hits@20
20, 02,167,0.5211,15.69,14.45,18.08,Hits@30
20, 02,168,0.5161,5.97,5.14,4.00,Hits@10
20, 02,168,0.5161,12.91,11.52,12.53,Hits@20
20, 02,168,0.5161,16.75,15.45,16.72,Hits@30
20, 02,169,0.5141,6.52,5.51,4.21,Hits@10
20, 02,169,0.5141,12.12,10.72,10.43,Hits@20
20, 02,169,0.5141,14.22,12.83,17.35,Hits@30
20, 02,170,0.5117,6.84,5.97,4.74,Hits@10
20, 02,170,0.5117,12.46,11.21,12.98,Hits@20
20, 02,170,0.5117,16.90,15.77,17.65,Hits@30
20, 02,171,0.5108,6.85,6.15,5.35,Hits@10
20, 02,171,0.5108,14.37,13.23,9.76,Hits@20
20, 02,171,0.5108,17.98,16.87,16.95,Hits@30
20, 02,172,0.5102,7.29,6.43,4.45,Hits@10
20, 02,172,0.5102,16.62,15.35,9.12,Hits@20
20, 02,172,0.5102,19.46,18.22,16.87,Hits@30
20, 02,173,0.5055,9.70,8.96,2.20,Hits@10
20, 02,173,0.5055,15.03,13.97,9.24,Hits@20
20, 02,173,0.5055,18.20,17.00,18.11,Hits@30
20, 02,174,0.5082,8.77,8.30,1.86,Hits@10
20, 02,174,0.5082,14.28,13.32,9.72,Hits@20
20, 02,174,0.5082,19.16,18.19,17.00,Hits@30
20, 02,175,0.5040,10.87,9.69,6.34,Hits@10
20, 02,175,0.5040,14.72,13.47,14.30,Hits@20
20, 02,175,0.5040,19.42,18.27,16.75,Hits@30
20, 02,176,0.5024,9.31,8.79,1.75,Hits@10
20, 02,176,0.5024,16.69,15.75,10.12,Hits@20
20, 02,176,0.5024,18.53,17.65,16.35,Hits@30
20, 02,177,0.5010,10.41,9.45,5.44,Hits@10
20, 02,177,0.5010,16.18,15.20,10.22,Hits@20
20, 02,177,0.5010,19.53,18.32,16.68,Hits@30
20, 02,178,0.4965,9.12,8.05,4.92,Hits@10
20, 02,178,0.4965,13.07,12.12,9.24,Hits@20
20, 02,178,0.4965,15.02,13.98,16.17,Hits@30
20, 02,179,0.5004,9.64,9.01,1.28,Hits@10
20, 02,179,0.5004,17.57,17.16,12.17,Hits@20
20, 02,179,0.5004,21.63,20.93,17.96,Hits@30
20, 02,180,0.4971,9.66,8.66,6.83,Hits@10
20, 02,180,0.4971,14.38,12.96,10.87,Hits@20
20, 02,180,0.4971,17.75,16.36,16.75,Hits@30
20, 02,181,0.4941,14.56,13.71,6.40,Hits@10
20, 02,181,0.4941,19.07,17.99,13.83,Hits@20
20, 02,181,0.4941,23.59,22.65,18.66,Hits@30
20, 02,182,0.4912,13.95,13.00,7.09,Hits@10
20, 02,182,0.4912,16.74,15.73,10.97,Hits@20
20, 02,182,0.4912,22.76,21.64,16.90,Hits@30
20, 02,183,0.4913,13.57,12.49,8.24,Hits@10
20, 02,183,0.4913,16.56,15.51,13.85,Hits@20
20, 02,183,0.4913,21.79,20.77,17.97,Hits@30
20, 02,184,0.4866,12.33,11.58,6.15,Hits@10
20, 02,184,0.4866,18.87,18.07,11.73,Hits@20
20, 02,184,0.4866,21.86,21.03,17.57,Hits@30
20, 02,185,0.4859,11.15,9.97,3.75,Hits@10
20, 02,185,0.4859,15.81,14.80,8.49,Hits@20
20, 02,185,0.4859,18.29,17.16,15.05,Hits@30
20, 02,186,0.4930,12.89,12.14,8.46,Hits@10
20, 02,186,0.4930,17.45,16.65,15.07,Hits@20
20, 02,186,0.4930,19.91,19.00,18.63,Hits@30
20, 02,187,0.4879,11.99,11.36,7.92,Hits@10
20, 02,187,0.4879,17.08,16.23,16.04,Hits@20
20, 02,187,0.4879,21.81,20.83,18.08,Hits@30
20, 02,188,0.4837,10.57,9.47,6.00,Hits@10
20, 02,188,0.4837,16.61,15.44,15.23,Hits@20
20, 02,188,0.4837,19.28,18.06,19.22,Hits@30
20, 02,189,0.4819,13.52,12.79,2.87,Hits@10
20, 02,189,0.4819,17.49,16.62,12.66,Hits@20
20, 02,189,0.4819,20.40,19.35,18.13,Hits@30
20, 02,190,0.4791,11.47,10.45,6.19,Hits@10
20, 02,190,0.4791,16.09,14.92,13.25,Hits@20
20, 02,190,0.4791,20.86,19.53,16.95,Hits@30
20, 02,191,0.4770,13.28,12.42,6.81,Hits@10
20, 02,191,0.4770,19.37,18.25,15.24,Hits@20
20, 02,191,0.4770,23.21,22.04,18.90,Hits@30
20, 02,192,0.4747,13.25,12.65,6.50,Hits@10
20, 02,192,0.4747,18.80,18.04,13.97,Hits@20
20, 02,192,0.4747,23.47,22.59,17.77,Hits@30
20, 02,193,0.4853,10.64,9.91,3.24,Hits@10
20, 02,193,0.4853,15.82,14.54,10.63,Hits@20
20, 02,193,0.4853,18.84,17.28,15.91,Hits@30
20, 02,194,0.4824,12.42,11.70,7.44,Hits@10
20, 02,194,0.4824,18.01,17.13,16.47,Hits@20
20, 02,194,0.4824,21.54,20.47,19.65,Hits@30
20, 02,195,0.4809,13.13,12.16,2.84,Hits@10
20, 02,195,0.4809,16.87,15.77,10.86,Hits@20
20, 02,195,0.4809,19.19,17.98,18.27,Hits@30
20, 02,196,0.4751,16.43,15.50,10.26,Hits@10
20, 02,196,0.4751,19.77,18.71,15.73,Hits@20
20, 02,196,0.4751,22.82,21.55,22.00,Hits@30
20, 02,197,0.4714,13.04,12.46,3.92,Hits@10
20, 02,197,0.4714,20.41,19.38,13.95,Hits@20
